0,testing_2,uint16_t,0xCAFE
1,testing_4,uint32_t,0xDEADBEEF
2,SBSYS_sensor_loop,uint32_t,100000
3,adb_sensor_status,uint8_t,0xDEAD
4,adb_int_temp,uint16_t,12
5,adb_deb,uint16_t, 4000
6,SBSYS_reset_clr_int_wdg,uint32_t,8000
7,SBSYS_reset_cmd_int_wdg,uint16_t,600
